,Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Type of gear,Mode of fishing,Mode of fishing collapsed,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
14417,2018-07-20,6,1315,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,Spear,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.0,1.0,Yes,1
14421,2018-07-20,6,1608,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,2
14428,2018-07-20,6,1245,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.5,Yes,3
14431,2018-07-20,6,1450,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,4.5,Yes,6
14433,2018-07-20,6,1457,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,5.5,Yes,3
14436,2019-07-26,5,1133,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,8
14439,2019-07-26,5,1153,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
14442,2019-07-26,5,1209,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,4.0,Yes,4
14444,2019-07-26,5,1218,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,3
14454,2019-07-26,5,1353,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,4.0,Yes,5
14460,2019-07-26,5,1441,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,5.0,No,0
14463,2019-07-26,5,1502,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,6.0,Yes,2
14464,2019-07-26,5,1512,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,6.0,Yes,1
14466,2019-07-26,5,1519,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,1
14467,2019-07-26,5,1524,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,1
14471,2019-07-26,5,1633,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,WEAKFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.0,Yes,1
14491,2018-07-20,6,1414,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.5,2.0,Yes,1
14496,2019-07-26,5,1216,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,Yes,2
14499,2018-07-20,5,1224,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14501,2018-07-20,5,1240,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14502,2018-07-20,5,1440,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14506,2018-07-20,6,1230,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,2
14508,2018-07-20,6,1245,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,3.0,Yes,2
14513,2019-07-26,5,1154,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14514,2019-07-26,5,1252,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14521,2019-07-26,6,1141,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,2.5,Yes,1
14534,2019-07-26,6,1455,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,No,0
14539,2019-07-26,6,1316,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,6.5,Yes,1
14547,2019-07-26,6,1135,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,1
14549,2019-07-26,6,1207,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,1
14553,2019-07-26,6,1639,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.5,No,0
14560,2019-07-26,6,1047,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,4
14569,2018-07-20,5,1233,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,2.5,Yes,1
14574,2018-07-20,5,1652,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,5.5,Yes,2
14581,2018-07-20,6,1403,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,No,0
14582,2018-07-20,6,1452,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,No,0
14583,2018-07-20,6,1445,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,No,0
14586,2018-07-20,6,1345,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,6.5,Yes,1
14592,2018-07-20,6,1426,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,3.0,Yes,1
14601,2019-07-26,5,1917,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.0,Yes,1
14603,2019-07-26,5,1530,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,4.0,Yes,1
14619,2019-07-26,6,1529,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.5,Yes,2
14621,2019-07-26,6,1449,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.5,2.0,No,0
14630,2019-07-26,6,1345,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,5.0,Yes,2
14632,2019-07-26,6,1115,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,6.0,Yes,7
14641,2018-07-20,5,1948,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,4.0,Yes,7
14647,2018-07-20,6,1332,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,GRAY FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,3
14672,2018-07-20,6,1225,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.0,1.5,No,0
14673,2018-07-20,6,1240,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14679,2018-07-20,6,1330,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,1
14690,2018-07-20,6,1520,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.5,8.0,Yes,4
14693,2018-07-20,6,1536,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.5,8.0,No,0
14694,2018-07-20,6,1540,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.5,8.0,No,0
14699,2018-07-20,6,1320,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,1
14708,2018-07-20,6,1517,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,3.0,Yes,1
14732,2019-07-26,5,1912,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,12.0,10.0,Yes,1
14733,2019-07-26,5,1919,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,12.0,10.0,Yes,1
14737,2018-07-20,5,1615,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,14
14738,2018-07-20,5,1617,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
14741,2018-07-20,6,1513,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
14748,2019-07-26,5,1548,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,Yes,6
14759,2019-07-26,6,1140,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.5,No,0
14769,2019-07-26,6,1254,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,2.0,Yes,1
14776,2019-07-26,5,1411,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,3
14777,2019-07-26,5,1652,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,6.5,Yes,7
14778,2019-07-26,6,1406,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,6.0,Yes,3
14781,2019-07-26,6,1350,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14782,2019-07-26,6,1511,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,6.5,No,0
14783,2019-07-26,6,1525,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,1
14784,2019-07-26,6,1629,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,3
14785,2018-07-20,5,1404,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,1.0,Yes,1
14790,2018-07-20,5,1425,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,3.0,Yes,1
14810,2018-07-20,6,1812,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,5.5,Yes,1
14811,2018-07-20,6,1820,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,5.5,Yes,1
14813,2018-07-20,6,1358,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,6.0,Yes,3
14816,2018-07-20,6,1452,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,3.0,Yes,1
14817,2018-07-20,6,1449,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,4.0,No,0
14836,2019-07-26,5,1101,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,3.0,Yes,2
14852,2019-07-26,6,1820,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,10.0,7.5,Yes,13
14867,2018-07-20,5,910,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,3.0,Yes,3
14869,2018-07-20,5,1130,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
14870,2018-07-20,5,1204,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,1
14874,2018-07-20,6,1640,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,9.0,8.0,Yes,1
14877,2018-07-20,6,1145,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,1
14878,2018-07-20,6,1157,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,1
14882,2018-07-20,6,1427,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.5,Yes,1
14896,2018-07-20,6,1355,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,4.5,Yes,2
14897,2018-07-20,6,1358,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,4.5,Yes,2
14898,2018-07-20,6,1419,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,WEAKFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,No,0
14901,2018-07-20,6,1424,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
14902,2018-07-20,6,1444,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,WEAKFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,6.0,Yes,1
14907,2019-07-26,5,1258,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,WHITE PERCH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,Yes,16
14917,2019-07-26,5,1650,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14927,2019-07-26,6,1216,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,4.0,Yes,3
14943,2019-07-26,6,1143,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,4.5,Yes,6
14960,2019-07-26,6,1259,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,5.5,Yes,2
14970,2019-07-26,6,1349,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14972,2019-07-26,6,1349,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14973,2019-07-26,6,1355,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,No,0
14976,2019-07-26,6,1411,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,2.5,No,0
14981,2019-07-26,6,1426,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.5,2.0,Yes,1
14982,2019-07-26,6,1520,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,3.5,Yes,2
14984,2019-07-26,6,1532,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,2
14988,2019-07-26,6,1154,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,4.5,Yes,9
14990,2019-07-26,6,1304,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,4.5,No,0
14993,2019-07-26,6,1327,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,2.5,Yes,1
15005,2019-07-26,5,1100,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,2
15007,2019-07-26,5,1220,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,Trawl,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,4.5,Yes,1
15009,2019-07-26,5,1252,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,Trawl,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,3.5,Yes,1
15010,2019-07-26,5,1301,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,5.0,Yes,3
15014,2019-07-26,5,1443,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,8.0,Yes,1
15021,2019-07-26,5,1523,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLUEFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,2.0,Yes,2
15022,2019-07-26,5,906,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,5.5,Yes,2
15023,2019-07-26,5,1023,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,4.0,No,0
15026,2019-07-26,5,1253,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,5.0,Yes,1
15027,2019-07-26,5,853,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,Spear,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.5,2.0,Yes,1
15028,2019-07-26,6,831,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,3.0,Yes,4
15038,2019-07-26,6,1120,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,4.0,Yes,2
15048,2019-07-26,6,1231,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,6.0,No,0
15055,2019-07-26,6,1315,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,6.0,Yes,3
15066,2019-07-26,6,1436,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,No,0
15069,2019-07-26,6,1203,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.5,Yes,1
15070,2019-07-26,6,1345,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,1
15071,2019-07-26,6,1608,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekday,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.5,No,0
15072,2019-07-26,5,1109,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,SUMMER FLOUNDER,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,2.5,No,0
15707,2019-07-26,6,1310,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Head boat,Headboat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.0,Yes,1
15708,2019-07-26,6,1310,May/June,Mid-Atlantic (NY; NJ; DE; MD; VA),Weekend,BLACK SEA BASS,hook & line,Head boat,Headboat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.0,Yes,1
